feature,mean_importance
AMT_ANNUITY,-0.019211846540132683
AMT_GOODS_PRICE,-0.010638079159228375
AMT_CREDIT,-0.010336148057631788
PREV_INST_AMT_PAYMENT_SUM_SUM,-0.00573922820556041
ALL_DAYS_CREDIT_mean,-0.004390583672110082
PREV_AMT_CREDIT_MAX,-0.0037641335520235963
POS_CNT_INSTALMENT_FUTURE_MEAN,-0.0034739030929496926
POS_CNT_INSTALMENT_FUTURE_MAX,-0.002547992627173634
PREV_AMT_DOWN_PAYMENT_SUM,-0.002262338044056467
PREV_INST_EARLY_PAYMENT_SUM_SUM,-0.002175217820280939
PREV_INST_AMT_PAYMENT_MEAN_MEAN,-0.0020667544824409913
PREV_INST_EARLY_PAYMENT_MEAN_MEAN,-0.0018748250117117337
PREV_CCB_AMT_BALANCE_MAX_MAX,-0.001780466232575728
PREV_DAYS_DECISION_MAX,-0.0017540421521805127
PREV_INST_AMT_INSTALMENT_SUM_SUM,-0.0016716405747501217
POS_CNT_INSTALMENT_MAX,-0.0016673209640073682
NAME_CONTRACT_TYPE,-0.0016544206387053783
POS_MONTHS_BALANCE_MEAN,-0.001569068675108598
CLOSED_DAYS_CREDIT_ENDDATE_max,-0.0014815752451148522
NAME_CLIENT_TYPE_Repeater,-0.0014342872714390386
ALL_DAYS_CREDIT_ENDDATE_mean,-0.0013777242507427845
PREV_AMT_CREDIT_MEAN,-0.0013708202265321323
NAME_FAMILY_STATUS,-0.0013411051313607426
PREV_INST_AMT_PAYMENT_MAX_MAX,-0.0013354332465401852
DAYS_LAST_PHONE_CHANGE,-0.001214623787594682
PREV_AMT_ANNUITY_MEAN,-0.0012005852476534406
ACTIVE_DAYS_CREDIT_mean,-0.0011784730772647412
ALL_AMT_CREDIT_SUM_max,-0.0011420309116621397
ALL_DAYS_CREDIT_max,-0.0010935398320531587
PREV_CCB_AMT_RECIVABLE_MEAN_MEAN,-0.001092416206785729
CLOSED_AMT_CREDIT_SUM_sum,-0.001085224548191377
PREV_CCB_AMT_CREDIT_LIMIT_ACTUAL_MEAN_MEAN,-0.0010833090338628116
PREV_AMT_ANNUITY_SUM,-0.0010462675360519923
DEBT_RATIO,-0.0010458037398554444
ALL_DAYS_CREDIT_ENDDATE_max,-0.0010430313804377534
PREV_INST_PAYMENT_DIFF_MAX_MAX,-0.001015249738931323
CLOSED_DAYS_CREDIT_UPDATE_max,-0.0010068423513019064
ALL_DAYS_CREDIT_UPDATE_mean,-0.0009553832868839929
ALL_DAYS_ENDDATE_FACT_max,-0.0009299621845366368
ALL_AMT_CREDIT_SUM_DEBT_mean,-0.0009185508905695139
PREV_CCB_AMT_BALANCE_MEAN_MEAN,-0.0009128622061603143
POS_MONTHS_BALANCE_MIN,-0.0008602933131074853
PREV_AMT_GOODS_PRICE_MAX,-0.0008387548482979623
PREV_CCB_AMT_RECEIVABLE_PRINCIPAL_MEAN_MEAN,-0.0008172232636102783
PREV_CCB_CNT_DRAWINGS_ATM_CURRENT_MEAN_MEAN,-0.0008017607649784319
NAME_EDUCATION_TYPE,-0.000789000226624248
