feature,mean_importance
AMT_ANNUITY,-0.018786605424169343
AMT_GOODS_PRICE,-0.007813568233540957
AMT_CREDIT,-0.007733259116418556
PREV_INST_AMT_PAYMENT_SUM_SUM,-0.004719366534247138
PREV_AMT_ANNUITY_MEAN,-0.004699605759747927
PREV_AMT_CREDIT_MAX,-0.004104050891877975
PREV_CCB_AMT_CREDIT_LIMIT_ACTUAL_MEAN_MEAN,-0.00395999030832217
POS_CNT_INSTALMENT_MAX,-0.0036470499522608833
NAME_CONTRACT_TYPE,-0.0033211460557492243
ALL_DAYS_CREDIT_ENDDATE_mean,-0.0031493138584497205
PREV_CCB_AMT_BALANCE_MAX_MAX,-0.0027739969305607738
PREV_CCB_CNT_DRAWINGS_CURRENT_MEAN_MEAN,-0.002664675174687647
PREV_INST_AMT_INSTALMENT_MAX_MAX,-0.0026006865537425926
ALL_DAYS_CREDIT_ENDDATE_max,-0.002597613296779322
POS_MONTHS_BALANCE_MIN,-0.0025158818556906713
PREV_AMT_DOWN_PAYMENT_MAX,-0.0022794283677065154
PREV_INST_DAYS_ENTRY_PAYMENT_MEAN_MEAN,-0.0022600875620875094
PREV_RATE_DOWN_PAYMENT_MEAN,-0.0022125710071817075
PREV_DAYS_DECISION_MAX,-0.0021536224246206047
ALL_AMT_CREDIT_SUM_DEBT_mean,-0.002110147543282981
DAYS_LAST_PHONE_CHANGE,-0.002060011779515869
ACTIVE_DAYS_CREDIT_mean,-0.001996902480461182
PREV_AMT_DOWN_PAYMENT_SUM,-0.0018634828846895602
PREV_INST_AMT_PAYMENT_MAX_MAX,-0.0018633670943906556
PREV_CCB_AMT_TOTAL_RECEIVABLE_MAX_MAX,-0.0018074231842539978
ALL_DAYS_ENDDATE_FACT_mean,-0.0018023626770893753
POS_MONTHS_BALANCE_MEAN,-0.001787778691955233
NAME_FAMILY_STATUS,-0.0017355737548325535
PREV_CCB_AMT_PAYMENT_CURRENT_MEAN_MEAN,-0.0017240061252739914
PREV_RATE_DOWN_PAYMENT_MAX,-0.0016967582502704025
PREV_CCB_AMT_DRAWINGS_CURRENT_MEAN_MEAN,-0.0016404738009159424
ALL_DAYS_CREDIT_max,-0.0016350221104733276
ALL_DAYS_CREDIT_mean,-0.001614050150634383
PREV_CCB_AMT_RECEIVABLE_PRINCIPAL_MAX_MAX,-0.0015789740348948421
OCCUPATION_TYPE,-0.0015649046979563153
PREV_INST_DAYS_ENTRY_PAYMENT_MAX_MAX,-0.0015215277096390701
CLOSED_DAYS_ENDDATE_FACT_max,-0.0015072786702247098
PREV_AMT_APPLICATION_MAX,-0.0014835990855661453
POS_CNT_INSTALMENT_FUTURE_MEAN,-0.0014254333721706702
PREV_CCB_CNT_DRAWINGS_ATM_CURRENT_MEAN_MEAN,-0.0014123971800505952
POS_CNT_INSTALMENT_FUTURE_MAX,-0.0013552445768521659
