feature,mean_importance
AMT_REQ_CREDIT_BUREAU_DAY,0.0
CLOSED_CREDIT_TYPE_Unknown type of loan,0.0
CLOSED_CREDIT_TYPE_Real estate loan,0.0
CLOSED_CREDIT_TYPE_Mortgage,0.0
CLOSED_CREDIT_TYPE_Microloan,0.0
CLOSED_CREDIT_TYPE_Loan for working capital replenishment,0.0
CLOSED_CREDIT_TYPE_Loan for the purchase of equipment,0.0
CLOSED_CREDIT_TYPE_Loan for purchase of shares (margin lending),0.0
CLOSED_CREDIT_TYPE_Loan for business development,0.0
CLOSED_CREDIT_TYPE_Interbank credit,0.0
CLOSED_CREDIT_TYPE_Credit card,0.0
CLOSED_CREDIT_TYPE_Consumer credit,0.0
CLOSED_CREDIT_TYPE_Cash loan (non-earmarked),0.0
CLOSED_CREDIT_TYPE_Car loan,0.0
CLOSED_CREDIT_TYPE_Another type of loan,0.0
ACTIVE_CREDIT_TYPE_Unknown type of loan,0.0
ACTIVE_CREDIT_TYPE_Real estate loan,0.0
ACTIVE_CREDIT_TYPE_Mortgage,0.0
ACTIVE_CREDIT_TYPE_Mobile operator loan,0.0
ACTIVE_CREDIT_TYPE_Microloan,0.0
ACTIVE_CREDIT_TYPE_Loan for working capital replenishment,0.0
ACTIVE_CREDIT_TYPE_Loan for the purchase of equipment,0.0
ACTIVE_CREDIT_TYPE_Loan for purchase of shares (margin lending),0.0
ACTIVE_CREDIT_TYPE_Loan for business development,0.0
SOLD_CREDIT_TYPE_Another type of loan,0.0
SOLD_CREDIT_TYPE_Car loan,0.0
SOLD_CREDIT_TYPE_Cash loan (non-earmarked),0.0
SOLD_CREDIT_TYPE_Consumer credit,0.0
PREV_AMT_DOWN_PAYMENT_MAX,0.0
PREV_AMT_DOWN_PAYMENT_MEAN,0.0
PREV_AMT_CREDIT_SUM,0.0
PREV_AMT_CREDIT_MAX,0.0
PREV_AMT_CREDIT_MEAN,0.0
PREV_AMT_APPLICATION_SUM,0.0
PREV_AMT_APPLICATION_MAX,0.0
PREV_AMT_APPLICATION_MEAN,0.0
PREV_AMT_ANNUITY_SUM,0.0
PREV_AMT_ANNUITY_MAX,0.0
PREV_AMT_ANNUITY_MEAN,0.0
ACTIVE_CREDIT_TYPE_Credit card,0.0
BUREAU_LOAN_COUNT,0.0
DEBT_RATIO,0.0
CREDIT_ACTIVE_COUNT_SOLD,0.0
CREDIT_ACTIVE_COUNT_CLOSED,0.0
CREDIT_ACTIVE_COUNT_BAD DEBT,0.0
CREDIT_ACTIVE_COUNT_ACTIVE,0.0
SOLD_CREDIT_TYPE_Real estate loan,0.0
SOLD_CREDIT_TYPE_Mortgage,0.0
SOLD_CREDIT_TYPE_Microloan,0.0
SOLD_CREDIT_TYPE_Loan for working capital replenishment,0.0
SOLD_CREDIT_TYPE_Loan for business development,0.0
SOLD_CREDIT_TYPE_Credit card,0.0
OVERDUE_RATIO,0.0
PREV_AMT_DOWN_PAYMENT_SUM,0.0
ACTIVE_CREDIT_TYPE_Consumer credit,0.0
ACTIVE_CREDIT_TYPE_Car loan,0.0
SOLD_AMT_ANNUITY_sum,0.0
SOLD_AMT_ANNUITY_mean,0.0
SOLD_DAYS_CREDIT_UPDATE_mean,0.0
SOLD_DAYS_CREDIT_UPDATE_max,0.0
SOLD_DAYS_CREDIT_UPDATE_min,0.0
SOLD_AMT_CREDIT_SUM_OVERDUE_max,0.0
SOLD_AMT_CREDIT_SUM_OVERDUE_mean,0.0
SOLD_AMT_CREDIT_SUM_OVERDUE_sum,0.0
SOLD_AMT_CREDIT_SUM_LIMIT_mean,0.0
SOLD_AMT_CREDIT_SUM_LIMIT_sum,0.0
SOLD_AMT_CREDIT_SUM_DEBT_mean,0.0
SOLD_AMT_CREDIT_SUM_DEBT_sum,0.0
SOLD_AMT_CREDIT_SUM_max,0.0
SOLD_AMT_CREDIT_SUM_mean,0.0
SOLD_AMT_CREDIT_SUM_sum,0.0
SOLD_CNT_CREDIT_PROLONG_mean,0.0
SOLD_CNT_CREDIT_PROLONG_sum,0.0
SOLD_AMT_CREDIT_MAX_OVERDUE_sum,0.0
SOLD_AMT_CREDIT_MAX_OVERDUE_mean,0.0
SOLD_AMT_CREDIT_MAX_OVERDUE_max,0.0
SOLD_DAYS_ENDDATE_FACT_mean,0.0
SOLD_DAYS_ENDDATE_FACT_max,0.0
SOLD_DAYS_ENDDATE_FACT_min,0.0
SOLD_AMT_ANNUITY_max,0.0
SOLD_BB_MONTHS_BALANCE_min_min,0.0
SOLD_BB_MONTHS_BALANCE_max_max,0.0
SOLD_BB_MONTHS_BALANCE_mean_mean,0.0
ACTIVE_CREDIT_TYPE_Another type of loan,0.0
ALL_CREDIT_TYPE_Unknown type of loan,0.0
ALL_CREDIT_TYPE_Real estate loan,0.0
ALL_CREDIT_TYPE_Mortgage,0.0
ALL_CREDIT_TYPE_Mobile operator loan,0.0
ALL_CREDIT_TYPE_Microloan,0.0
ALL_CREDIT_TYPE_Loan for working capital replenishment,0.0
