feature,mean_importance
AMT_ANNUITY,-0.012335274486030579
AMT_CREDIT,-0.009807218369009996
EXT_SOURCE_3,-0.006405550381274305
POS_CNT_INSTALMENT_FUTURE_MEAN,-0.005692389752606597
PREV_INST_AMT_PAYMENT_SUM_SUM,-0.0037057532102621415
POS_CNT_INSTALMENT_MAX,-0.003210117092736686
PREV_INST_EARLY_PAYMENT_SUM_SUM,-0.0028015209775776205
PREV_INST_EARLY_PAYMENT_MEAN_MEAN,-0.002782829400876019
ACTIVE_DAYS_CREDIT_ENDDATE_mean,-0.002733347742060488
PREV_INST_AMT_INSTALMENT_MAX_MAX,-0.002449360925591515
DEBT_RATIO,-0.0023770203074621856
ALL_DAYS_CREDIT_ENDDATE_max,-0.002361741230134151
POS_CNT_INSTALMENT_FUTURE_MAX,-0.0016981394067888456
PREV_CCB_CNT_DRAWINGS_CURRENT_MEAN_MEAN,-0.001685530786637246
PREV_CCB_AMT_CREDIT_LIMIT_ACTUAL_MEAN_MEAN,-0.001685153390336147
REGION_RATING_CLIENT_W_CITY,-0.001628453909078531
CREDIT_ACTIVE_COUNT_ACTIVE,-0.001319645950002535
PREV_AMT_DOWN_PAYMENT_SUM,-0.0013180153841732655
PREV_DAYS_DECISION_MAX,-0.0013041620943049503
ACTIVE_AMT_CREDIT_SUM_LIMIT_sum,-0.00126625264502922
ALL_AMT_CREDIT_SUM_max,-0.0011654147985122431
NAME_INCOME_TYPE,-0.0011170551202710044
EDUCATION_LEVEL,-0.00109145351352955
PREV_INST_AMT_PAYMENT_MAX_MAX,-0.0010594618146319457
POS_CNT_INSTALMENT_MEAN,-0.0010232409079125038
ALL_AMT_CREDIT_SUM_DEBT_mean,-0.0010115572709543219
FLAG_GOODS_GT_CREDIT,-0.0009936925075607172
ALL_DAYS_CREDIT_mean,-0.0009906524901883928
RECENT_PHONE_CHANGE,-0.000971459266778285
PREV_AMT_ANNUITY_MEAN,-0.0009179983753432319
ACTIVE_DAYS_CREDIT_max,-0.0009039352894772978
PREV_CCB_AMT_TOTAL_RECEIVABLE_MEAN_MEAN,-0.0008674908905411006
PREV_AMT_DOWN_PAYMENT_MAX,-0.0007807674947587051
PREV_INST_DAYS_INSTALMENT_MEAN_MEAN,-0.0007713872731926807
NAME_CONTRACT_TYPE,-0.000741151318327704
PREV_INST_PAYMENT_DIFF_MEAN_MEAN,-0.0007100602994063454
ALL_DAYS_CREDIT_max,-0.0007044744413801318
PREV_CCB_AMT_BALANCE_MAX_MAX,-0.0006858906144683763
