feature,mean_importance
NAME_EDUCATION_TYPE,0.0
NAME_INCOME_TYPE,0.0
NAME_TYPE_SUITE,0.0
AMT_GOODS_PRICE,0.0
AMT_ANNUITY,0.0
AMT_CREDIT,0.0
AMT_INCOME_TOTAL,0.0
CNT_CHILDREN,0.0
FLAG_OWN_REALTY,0.0
FLAG_OWN_CAR,0.0
NAME_CONTRACT_TYPE,0.0
CNT_FAM_MEMBERS,0.0
REGION_RATING_CLIENT,0.0
REGION_RATING_CLIENT_W_CITY,0.0
WEEKDAY_APPR_PROCESS_START,0.0
YEARS_BUILD_MODE,0.0
YEARS_BEGINEXPLUATATION_MODE,0.0
BASEMENTAREA_MODE,0.0
APARTMENTS_MODE,0.0
NONLIVINGAREA_AVG,0.0
NONLIVINGAPARTMENTS_AVG,0.0
LIVINGAREA_AVG,0.0
LIVINGAPARTMENTS_AVG,0.0
LANDAREA_AVG,0.0
FLOORSMIN_AVG,0.0
FLOORSMAX_AVG,0.0
ENTRANCES_AVG,0.0
ELEVATORS_MODE,0.0
ELEVATORS_AVG,0.0
YEARS_BUILD_AVG,0.0
YEARS_BEGINEXPLUATATION_AVG,0.0
BASEMENTAREA_AVG,0.0
APARTMENTS_AVG,0.0
ORGANIZATION_TYPE,0.0
LIVE_CITY_NOT_WORK_CITY,0.0
REG_CITY_NOT_WORK_CITY,0.0
REG_CITY_NOT_LIVE_CITY,0.0
LIVE_REGION_NOT_WORK_REGION,0.0
REG_REGION_NOT_WORK_REGION,0.0
REG_REGION_NOT_LIVE_REGION,0.0
HOUR_APPR_PROCESS_START,0.0
COMMONAREA_AVG,0.0
ALL_DAYS_CREDIT_min,0.0
AMT_REQ_CREDIT_BUREAU_QRT,0.0
ALL_DAYS_CREDIT_mean,0.0
ACTIVE_BB_STATUS_C_sum_sum,0.0
ACTIVE_BB_STATUS_5_sum_sum,0.0
ACTIVE_BB_STATUS_4_sum_sum,0.0
ACTIVE_BB_STATUS_3_sum_sum,0.0
ACTIVE_BB_STATUS_2_sum_sum,0.0
ACTIVE_BB_STATUS_1_sum_sum,0.0
ACTIVE_BB_STATUS_0_sum_sum,0.0
ACTIVE_BB_MONTHS_BALANCE_mean_mean,0.0
ACTIVE_BB_MONTHS_BALANCE_max_max,0.0
ACTIVE_BB_MONTHS_BALANCE_min_min,0.0
ACTIVE_AMT_ANNUITY_max,0.0
ACTIVE_AMT_ANNUITY_sum,0.0
ACTIVE_AMT_ANNUITY_mean,0.0
ACTIVE_DAYS_CREDIT_UPDATE_mean,0.0
ACTIVE_DAYS_CREDIT_UPDATE_max,0.0
ACTIVE_DAYS_CREDIT_UPDATE_min,0.0
ACTIVE_AMT_CREDIT_SUM_OVERDUE_max,0.0
ACTIVE_AMT_CREDIT_SUM_OVERDUE_mean,0.0
