feature,mean_importance
AMT_ANNUITY,-0.013166869869719355
PREV_INST_AMT_INSTALMENT_SUM_SUM,-0.008450392405393848
AMT_CREDIT,-0.006772179830247538
PREV_AMT_GOODS_PRICE_SUM,-0.00667547657494807
POS_CNT_INSTALMENT_FUTURE_MEAN,-0.00450835414536086
POS_CNT_INSTALMENT_MAX,-0.002288684023828913
ALL_DAYS_CREDIT_mean,-0.002260836807332667
DEBT_RATIO,-0.002128314889937566
POS_CNT_INSTALMENT_FUTURE_MAX,-0.0019995852136615922
PREV_INST_AMT_PAYMENT_MAX_MAX,-0.001974654817260002
PREV_AMT_ANNUITY_MEAN,-0.00191887625177225
PREV_CCB_AMT_CREDIT_LIMIT_ACTUAL_MEAN_MEAN,-0.0018997481575727005
OWN_CAR_AGE,-0.0015906241871260329
PREV_INST_DPD_MEAN_MEAN,-0.00158787280809789
PREV_AMT_CREDIT_SUM,-0.001585712582962051
PREV_AMT_GOODS_PRICE_MAX,-0.001489391241003135
PREV_INST_AMT_PAYMENT_SUM_SUM,-0.001477319635463692
ACTIVE_DAYS_CREDIT_ENDDATE_mean,-0.0013873046120476574
ACTIVE_AMT_CREDIT_SUM_DEBT_mean,-0.001373965564433477
ACTIVE_AMT_CREDIT_SUM_max,-0.0013736948993100517
PREV_AMT_GOODS_PRICE_MEAN,-0.0013500352389748782
PREV_INST_AMT_INSTALMENT_MAX_MAX,-0.001308282468221944
PREV_INST_EARLY_PAYMENT_MEAN_MEAN,-0.001301407215632966
PREV_DAYS_DECISION_MIN,-0.0012747426003757224
CLOSED_DAYS_CREDIT_ENDDATE_max,-0.0012649652180770187
PREV_AMT_ANNUITY_SUM,-0.0012518917161555177
PREV_INST_PAYMENT_DIFF_MAX_MAX,-0.0012122659373287493
PREV_AMT_APPLICATION_MEAN,-0.001210335707533039
PREV_AMT_ANNUITY_MAX,-0.0012097273853019174
POS_SK_DPD_DEF_MEAN,-0.0011999844377715175
PREV_INST_DPD_SUM_SUM,-0.0011892570957360293
PREV_INST_DAYS_ENTRY_PAYMENT_MAX_MAX,-0.0011817716788047328
PREV_CCB_AMT_RECIVABLE_MEAN_MEAN,-0.001148481712709737
ORGANIZATION_CLUSTER,-0.00105153034085943
PREV_AMT_DOWN_PAYMENT_SUM,-0.0010271071436605884
NAME_EDUCATION_TYPE,-0.0010223184369293036
PREV_CCB_CNT_DRAWINGS_ATM_CURRENT_MEAN_MEAN,-0.001008621899985651
CLOSED_DAYS_CREDIT_UPDATE_max,-0.000965297967990808
PREV_CCB_CNT_DRAWINGS_CURRENT_SUM_SUM,-0.0009548721244927449
NAME_CONTRACT_TYPE,-0.0009386873863522549
PREV_INST_EARLY_PAYMENT_SUM_SUM,-0.0009222246704264192
ALL_DAYS_CREDIT_ENDDATE_max,-0.0008998071730023094
OCCUPATION_CLUSTER,-0.0008473644371812305
ALL_AMT_CREDIT_SUM_sum,-0.0008004167967278208
POS_CNT_INSTALMENT_MEAN,-0.0007998165934119062
CLOSED_AMT_CREDIT_SUM_max,-0.0007958128616744498
PREV_DAYS_DECISION_MAX,-0.0007759760854219921
EDUCATION_LEVEL,-0.0007660348871940448
PREV_CCB_AMT_TOTAL_RECEIVABLE_MAX_MAX,-0.0007097684351089039
ALL_DAYS_CREDIT_max,-0.0007074601137568859
NAME_INCOME_TYPE,-0.00068858314721707
ACTIVE_DAYS_CREDIT_max,-0.0006855332947350634
AMT_REQ_CREDIT_BUREAU_QRT,-0.0006803187436944524
CLOSED_AMT_CREDIT_SUM_sum,-0.000649440064934792
CREDIT_ACTIVE_COUNT_CLOSED,-0.0006295291957202576
PREV_CCB_AMT_PAYMENT_CURRENT_SUM_SUM,-0.0006259090618559116
PREV_INST_AMT_INSTALMENT_MEAN_MEAN,-0.0006077234267997777
NONLIVINGAREA_MEDI,-0.00060768160869058
PREV_CCB_AMT_BALANCE_MEAN_MEAN,-0.0006017741377967401
PREV_AMT_DOWN_PAYMENT_MAX,-0.0005905778388830996
ACTIVE_DAYS_CREDIT_UPDATE_mean,-0.0005839721054821778
ORGANIZATION_TYPE,-0.000579497541320162
ALL_DAYS_ENDDATE_FACT_max,-0.0005755674981389625
PREV_CCB_AMT_DRAWINGS_CURRENT_MEAN_MEAN,-0.0005743522646884491
CLOSED_AMT_CREDIT_SUM_mean,-0.0005678872610818564
PREV_INST_DAYS_ENTRY_PAYMENT_MEAN_MEAN,-0.0005675028418353322
BUREAU_LOAN_COUNT,-0.0005589899919489439
ACTIVE_DAYS_CREDIT_mean,-0.0005576268018260722
CLOSED_DAYS_CREDIT_UPDATE_mean,-0.0005558458771289354
